code,name,level,parent_code
7712,自然遗迹保护管理,小类,771
7713,野生动物保护,小类,771
7714,野生植物保护,小类,771
7715,动物园、水族馆管理服务,小类,771
7716,植物园管理服务,小类,771
7719,其他自然保护,小类,771
772,环境治理业,中类,77
7721,水污染治理,小类,772
7722,大气污染治理,小类,772
7723,固体废物治理,小类,772
7724,危险废物治理,小类,772
7725,放射性废物治理,小类,772
7726,土壤污染治理与修复服务,小类,772
7727,噪声与振动控制服务,小类,772
7729,其他污染治理,小类,772
78,公共设施管理业,大类,N
781,市政设施管理,中类,78
7810,市政设施管理,小类,781
782,环境卫生管理,中类,78
7820,环境卫生管理,小类,782
783,城乡市容管理,中类,78
7830,城乡市容管理,小类,783
784,绿化管理,中类,78
7840,绿化管理,小类,784
785,城市公园管理,中类,78
7850,城市公园管理,小类,785
786,游览景区管理,中类,78
7861,名胜风景区管理,小类,786
7862,森林公园管理,小类,786
7869,其他游览景区管理,小类,786
79,土地管理业,大类,N
791,土地整治服务,中类,79
7910,土地整治服务,小类,791
792,土地调查评估服务,中类,79
7920,土地调查评估服务,小类,792
793,土地登记服务,中类,79
7930,土地登记服务,小类,793
794,土地登记代理服务,中类,79
7940,土地登记代理服务,小类,794
799,其他土地管理服务,中类,79
7990,其他土地管理服务,小类,799
80,居民服务业,大类,O
801,家庭服务,中类,80
8010,家庭服务,小类,801
802,托儿所服务,中类,80
8020,托儿所服务,小类,802
803,洗染服务,中类,80
8030,洗染服务,小类,803
804,理发及美容服务,中类,80
8040,理发及美容服务,小类,804
805,洗浴和保健养生服务,中类,80
8051,洗浴服务,小类,805
8052,足浴服务,小类,805
8053,养生保健服务,小类,805
806,摄影扩印服务,中类,80
8060,摄影扩印服务,小类,806
807,婚姻服务,中类,80
8070,婚姻服务,小类,807
808,殡葬服务,中类,80
8080,殡葬服务,小类,808
809,其他居民服务业,中类,80
8090,其他居民服务业,小类,809
81,机动车、电子产品和日用产品修理业,大类,O
811,汽车、摩托车等修理与维护,中类,81
8111,汽车修理与维护,小类,811
8112,大型车辆装备修理与维护,小类,811
8113,摩托车修理与维护,小类,811
8114,助动车等修理与维护,小类,811
812,计算机和办公设备维修,中类,81
8121,计算机和辅助设备修理,小类,812
8122,通讯设备修理,小类,812
8129,其他办公设备维修,小类,812
813,家用电器修理,中类,81
8131,家用电子产品修理,小类,813
8132,日用电器修理,小类,813
819,其他日用产品修理业,中类,81
8191,自行车修理,小类,819
8192,鞋和皮革修理,小类,819
8193,家具和相关物品修理,小类,819
8199,其他未列明日用产品修理业,小类,819
82,其他服务业,大类,O
821,清洁服务,中类,82
8211,建筑物清洁服务,小类,821
8219,其他清洁服务,小类,821
822,宠物服务,中类,82
8221,宠物饲养,小类,822
8222,宠物医院服务,小类,822
8223,宠物美容服务,小类,822
8224,宠物寄托收养服务,小类,822
8229,其他宠物服务,小类,822
829,其他未列明服务业,中类,82
8290,其他未列明服务业,小类,829
83,教育,大类,P
831,学前教育,中类,83
8310,学前教育,小类,831
832,初等教育,中类,83
8321,普通小学教育,小类,832
8322,成人小学教育,小类,832
833,中等教育,中类,83
8331,普通初中教育,小类,833
8332,职业初中教育,小类,833
8333,成人初中教育,小类,833
8334,普通高中教育,小类,833
8335,成人高中教育,小类,833
8336,中等职业学校教育,小类,833
834,高等教育,中类,83
8341,普通高等教育,小类,834
8342,成人高等教育,小类,834
835,特殊教育,中类,83
8350,特殊教育,小类,835
839,技能培训、教育辅助及其他教育,中类,83
8391,职业技能培训,小类,839
8392,体校及体育培训,小类,839
8393,文化艺术培训,小类,839
8394,教育辅助服务,小类,839
8399,其他未列明教育,小类,839
84,卫生,大类,Q
841,医院,中类,84
8411,综合医院,小类,841
8412,中医医院,小类,841
8413,中西医结合医院,小类,841
8414,民族医院,小类,841
8415,专科医院,小类,841
8416,疗养院,小类,841
842,基层医疗卫生服务,中类,84
8421,社区卫生服务中心（站）,小类,842
8422,街道卫生院,小类,842
8423,乡镇卫生院,小类,842
8424,村卫生室,小类,842
8425,门诊部（所）,小类,842
843,专业公共卫生服务,中类,84
8431,疾病预防控制中心,小类,843
8432,专科疾病防治院（所、站),小类,843
8433,妇幼保健院（所、站）,小类,843
8434,急救中心（站）服务,小类,843
8435,采供血机构服务,小类,843
8436,计划生育技术服务活动,小类,843
849,其他卫生活动,中类,84
8491,健康体检服务,小类,849
8492,临床检验服务,小类,849
8499,其他未列明卫生服务,小类,849
85,社会工作,大类,Q
851,提供住宿社会工作,中类,85
8511,干部休养所,小类,851
8512,护理机构服务,小类,851
8513,精神康复服务,小类,851
8514,老年人、残疾人养护服务,小类,851
8515,临终关怀服务,小类,851
8516,孤残儿童收养和庇护服务,小类,851
8519,其他提供住宿社会救助,小类,851
852,不提供住宿社会工作,中类,85
8521,社会看护与帮助服务,小类,852
8522,康复辅具适配服务,小类,852
8529,其他不提供住宿社会工作,小类,852
86,新闻和出版业,大类,R
861,新闻业,中类,86
8610,新闻业,小类,861
862,出版业,中类,86
8621,图书出版,小类,862
8622,报纸出版,小类,862
8623,期刊出版,小类,862
8624,音像制品出版,小类,862
8625,电子出版物出版,小类,862
8626,数字出版,小类,862
8629,其他出版业,小类,862
87,广播、电视、电影和录音制作业,大类,R
871,广播,中类,87
8710,广播,小类,871
872,电视,中类,87
8720,电视,小类,872
873,影视节目制作,中类,87
8730,影视节目制作,小类,873
874,广播电视集成播控,中类,87
8740,广播电视集成播控,小类,874
875,电影和广播电视节目发行,中类,87
8750,电影和广播电视节目发行,小类,875
876,电影放映,中类,87
8760,电影放映,小类,876
877,录音制作,中类,87
8770,录音制作,小类,877
88,文化艺术业,大类,R
881,文艺创作与表演,中类,88
8810,文艺创作与表演,小类,881
882,艺术表演场馆,中类,88
8820,艺术表演场馆,小类,882
883,图书馆与档案馆,中类,88
8831,图书馆,小类,883
8832,档案馆,小类,883
884,文物及非物质文化遗产保护,中类,88
8840,文物及非物质文化遗产保护,小类,884
885,博物馆,中类,88
8850,博物馆,小类,885
886,烈士陵园、纪念馆,中类,88
8860,烈士陵园、纪念馆,小类,886
887,群众文体活动,中类,88
8870,群众文体活动,小类,887
889,其他文化艺术业,中类,88
8890,其他文化艺术业,小类,889
89,体育,大类,R
891,体育组织,中类,89
8911,体育竞赛组织,小类,891
8912,体育保障组织,小类,891
8919,其他体育组织,小类,891
892,体育场地设施管理,中类,89
8921,体育场馆管理,小类,892
8929,其他体育场地设施管理,小类,892
893,健身休闲活动,中类,89
8930,健身休闲活动,小类,893
899,其他体育,中类,89
8991,体育中介代理服务,小类,899
8992,体育健康服务,小类,899
8999,其他未列明体育,小类,899
90,娱乐业,大类,R
901,室内娱乐活动,中类,90
9011,歌舞厅娱乐活动,小类,901
9012,电子游艺厅娱乐活动,小类,901
9013,网吧活动,小类,901
9019,其他室内娱乐活动,小类,901
902,游乐园,中类,90
9020,游乐园,小类,902
903,休闲观光活动,中类,90
9030,休闲观光活动,小类,903
904,彩票活动,中类,90
9041,体育彩票服务,小类,904
9042,福利彩票服务,小类,904
9049,其他彩票服务,小类,904
905,文化体育娱乐活动与经纪代理服务,中类,90
9051,文化活动服务,小类,905
9052,体育表演服务,小类,905
9053,文化娱乐经纪人,小类,905
9054,体育经纪人,小类,905
9059,其他文化艺术经纪代理,小类,905
909,其他娱乐业,中类,90
9090,其他娱乐业,小类,909
91,中国共产党机关,大类,S
910,中国共产党机关,中类,91
9100,中国共产党机关,小类,910
92,国家机构,大类,S
921,国家权力机构,中类,92
9210,国家权力机构,小类,921
922,国家行政机构,中类,92
9221,综合事务管理机构,小类,922
9222,对外事务管理机构,小类,922
9223,公共安全管理机构,小类,922
9224,社会事务管理机构,小类,922
9225,经济事务管理机构,小类,922
9226,行政监督检查机构,小类,922
923,监察委员会、人民法院和人民检察院,中类,92
9231,监察委员会,小类,923
9232,人民法院,小类,923
9233,人民检察院,小类,923
929,其他国家机构,中类,92
9291,消防管理机构,小类,929
9299,其他未列明国家机构,小类,929
93,人民政协、民主党派,大类,S
931,人民政协,中类,93
9310,人民政协,小类,931
932,民主党派,中类,93
9320,民主党派,小类,932
94,社会保障,大类,S
941,基本保险,中类,94
9411,基本养老保险,小类,941
9412,基本医疗保险,小类,941
9413,失业保险,小类,941
9414,工伤保险,小类,941
9415,生育保险,小类,941
9419,其他基本保险,小类,941
942,补充保险,中类,94
9420,补充保险,小类,942
949,其他社会保障,中类,94
9490,其他社会保障,小类,949
95,群众团体、社会团体和其他成员组织,大类,S
951,群众团体,中类,95
9511,工会,小类,951
9512,妇联,小类,951
9513,共青团,小类,951
9519,其他群众团体,小类,951
952,社会团体,中类,95
9521,专业性团体,小类,952
9522,行业性团体,小类,952
9529,其他社会团体,小类,952
953,基金会,中类,95
9530,基金会,小类,953
954,宗教组织,中类,95
9541,宗教团体服务,小类,954
9542,宗教活动场所服务,小类,954
96,基层群众自治组织,大类,S
961,社区居民自治组织,中类,96
9610,社区居民自治组织,小类,961
962,村民自治组织,中类,96
9620,村民自治组织,小类,962
97,国际组织,大类,T
970,国际组织,中类,97
9700,国际组织,小类,970
A,农、林、牧、渔业,门类,
B,采矿业,门类,
C,制造业,门类,
D,电力、热力、燃气及水生产和供应业,门类,
E,建筑业,门类,
F,批发和零售业,门类,
G,交通运输、仓储和邮政业,门类,
H,住宿和餐饮业,门类,
I,信息传输、软件和信息技术服务业,门类,
J,金融业,门类,
K,房地产业,门类,
L,租赁和商务服务业,门类,
M,科学研究和技术服务业,门类,
N,水利、环境和公共设施管理业,门类,
O,居民服务、修理和其他服务业,门类,
P,教育,门类,
Q,卫生和社会工作,门类,
R,文化、体育和娱乐业,门类,
S,公共管理、社会保障和社会组织,门类,
T,国际组织,门类,
